mode,task_id,source_inner_id,target_inner_id,target_sample_id,old_state,new_state,rect_count,tag_count,status,detail
APPLY,167,1,2,15038,DONE,DONE,5,6,UPDATED,
APPLY,167,1,3,15039,DONE,DONE,5,6,UPDATED,
