mode,task_id,source_inner_id,target_inner_id,target_sample_id,old_state,rect_count,tag_count,status,detail
both,167,390,391,15427,DONE,8,6,UPDATED,
both,167,390,392,15428,NEW,8,6,UPDATED,
both,167,390,393,15429,NEW,8,6,UPDATED,
both,167,390,394,15430,NEW,8,6,UPDATED,
both,167,390,395,15431,NEW,8,6,UPDATED,
both,167,390,396,15432,NEW,8,6,UPDATED,
both,167,390,397,15433,NEW,8,6,UPDATED,
both,167,390,398,15434,NEW,8,6,UPDATED,
both,167,390,399,15435,NEW,8,6,UPDATED,
both,167,390,400,15436,NEW,8,6,UPDATED,
