mode,task_id,source_inner_id,target_inner_id,target_sample_id,old_state,rect_count,tag_count,status,detail
both,167,428,429,15465,DONE,1,6,UPDATED,
both,167,428,430,15466,DONE,1,6,UPDATED,
both,167,428,431,15467,DONE,1,6,UPDATED,
both,167,428,432,15468,DONE,1,6,UPDATED,
both,167,428,433,15469,DONE,1,6,UPDATED,
both,167,428,434,15470,DONE,1,6,UPDATED,
both,167,428,435,15471,DONE,1,6,UPDATED,
both,167,428,436,15472,DONE,1,6,UPDATED,
both,167,428,437,15473,DONE,1,6,UPDATED,
both,167,428,438,15474,DONE,1,6,UPDATED,
both,167,428,439,15475,DONE,1,6,UPDATED,
both,167,428,440,15476,DONE,1,6,UPDATED,
both,167,428,441,15477,DONE,1,6,UPDATED,
both,167,428,442,15478,DONE,1,6,UPDATED,
both,167,428,443,15479,DONE,1,6,UPDATED,
both,167,428,444,15480,DONE,1,6,UPDATED,
both,167,428,445,15481,DONE,1,6,UPDATED,
both,167,428,446,15482,DONE,1,6,UPDATED,
both,167,428,447,15483,DONE,1,6,UPDATED,
both,167,428,448,15484,DONE,1,6,UPDATED,
both,167,428,449,15485,DONE,1,6,UPDATED,
both,167,428,450,15486,DONE,1,6,UPDATED,
both,167,428,451,15487,DONE,1,6,UPDATED,
both,167,428,452,15488,DONE,1,6,UPDATED,
both,167,428,453,15489,DONE,1,6,UPDATED,
both,167,428,454,15490,DONE,1,6,UPDATED,
both,167,428,455,15491,DONE,1,6,UPDATED,
both,167,428,456,15492,DONE,1,6,UPDATED,
both,167,428,457,15493,DONE,1,6,UPDATED,
both,167,428,458,15494,DONE,1,6,UPDATED,
both,167,428,459,15495,DONE,1,6,UPDATED,
both,167,428,460,15496,DONE,1,6,UPDATED,
both,167,428,461,15497,DONE,1,6,UPDATED,
both,167,428,462,15498,DONE,1,6,UPDATED,
both,167,428,463,15499,DONE,1,6,UPDATED,
both,167,428,464,15500,DONE,1,6,UPDATED,
both,167,428,465,15501,DONE,1,6,UPDATED,
both,167,428,466,15502,DONE,1,6,UPDATED,
both,167,428,467,15503,DONE,1,6,UPDATED,
both,167,428,468,15504,DONE,1,6,UPDATED,
both,167,428,469,15505,DONE,1,6,UPDATED,
both,167,428,470,15506,DONE,1,6,UPDATED,
both,167,428,471,15507,DONE,1,6,UPDATED,
both,167,428,472,15508,DONE,1,6,UPDATED,
both,167,428,473,15509,DONE,1,6,UPDATED,
both,167,428,474,15510,DONE,1,6,UPDATED,
both,167,428,475,15511,DONE,1,6,UPDATED,
both,167,428,476,15512,DONE,1,6,UPDATED,
both,167,428,477,15513,DONE,1,6,UPDATED,
both,167,428,478,15514,DONE,1,6,UPDATED,
both,167,428,479,15515,DONE,1,6,UPDATED,
both,167,428,480,15516,DONE,1,6,UPDATED,
both,167,428,481,15517,DONE,1,6,UPDATED,
both,167,428,482,15518,DONE,1,6,UPDATED,
both,167,428,483,15519,DONE,1,6,UPDATED,
both,167,428,484,15520,DONE,1,6,UPDATED,
